feature_id,timeframe,horizon,availability_status,eligible_observations,valid_symbols,valid_temporal_folds,independent_calendar_block_count,aggregate_paired_delta_log_loss,positive_fold_fraction,symbol_concentration,brier_improvement,status,rejection_reason,first_observed_time,last_observed_time,valid_rows,valid_months,coverage_fraction
donchian_breakout20,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.001092989467474699,0.2631578947368421,0.8043110735418427,-0.0005442138862146496,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
donchian_breakout20,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,0.00012096720852484092,0.5789473684210527,0.8050847457627118,5.9417094463964785e-05,S0_REJECTED,excessive single-symbol concentration,,,,,
donchian_breakout20,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0027196830013126207,0.5789473684210527,0.8103448275862069,0.001259953384369262,S0_REJECTED,excessive single-symbol concentration,,,,,
roc6,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.00029116162062648414,0.47368421052631576,0.8043110735418427,-0.00014720419716515693,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
roc6,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,7.945276560439982e-05,0.5263157894736842,0.8050847457627118,3.419489862675095e-05,S0_REJECTED,excessive single-symbol concentration,,,,,
roc6,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0030815821688902835,0.6842105263157895,0.8103448275862069,0.0014723896496076155,S0_REJECTED,excessive single-symbol concentration,,,,,
rvol20,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.0014871632544576343,0.2631578947368421,0.8043110735418427,-0.0007418443406632779,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
rvol20,1h,4h,HISTORICAL_AVAILABLE,2360,2,19,100,0.0008649400540938235,0.7368421052631579,0.8050847457627118,0.0004310261814322196,S0_REJECTED,excessive single-symbol concentration,,,,,
rvol20,1h,24h,HISTORICAL_AVAILABLE,2320,2,19,98,0.0031398276989145746,0.6842105263157895,0.8103448275862069,0.001466777865416315,S0_REJECTED,excessive single-symbol concentration,,,,,
vwap_deviation20,1h,1h,HISTORICAL_AVAILABLE,2366,2,19,100,-0.0007222924552103917,0.3157894736842105,0.8043110735418427,-0.00036177026509015125,S0_REJECTED,non-positive aggregate paired delta log-loss; not positive in a majority of valid folds; excessive single-symbol concentration,,,,,
